1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010001,5,37.50%,2.51
1110101,5,37.50%,2.51
10010001,5,37.50%,2.51
1010101,4,50.00%,1.41
10110,5,37.50%,2.51
1001010,3,62.50%,0.91
10010110,4,50.00%,1.41
10100101,4,50.00%,1.41
10100101,4,50.00%,1.41
100001,6,25.00%,5.66
100001,6,25.00%,5.66
10010111,5,37.50%,2.51
10101001,4,50.00%,1.41
1001100,1,87.50%,0.46
1111010,5,37.50%,2.51
1011000,3,62.50%,0.91
1100110,4,50.00%,1.41
10101110,3,62.50%,0.91
10101010,4,50.00%,1.41
10101000,3,62.50%,0.91
110101,6,25.00%,5.66
1110101,5,37.50%,2.51
11001101,1,87.50%,0.46
11000,4,50.00%,1.41
10100,4,50.00%,1.41
10001011,4,50.00%,1.41
11010,5,37.50%,2.51
10011001,4,50.00%,1.41
11000100,1,87.50%,0.46
10101001,4,50.00%,1.41
10111110,4,50.00%,1.41
10111100,3,62.50%,0.91
1101100,2,75.00%,0.63
10100010,5,37.50%,2.51
10101,5,37.50%,2.51
1110101,5,37.50%,2.51
1010000,4,50.00%,1.41
11110001,5,37.50%,2.51
10101010,4,50.00%,1.41
10101010,4,50.00%,1.41
10101010,4,50.00%,1.41
10001010,3,62.50%,0.91
10111010,5,37.50%,2.51
10001110,2,75.00%,0.63
1010,4,50.00%,1.41
10001010,3,62.50%,0.91
10001010,3,62.50%,0.91
10111010,5,37.50%,2.51
10101010,4,50.00%,1.41
10101000,3,62.50%,0.91
10101010,4,50.00%,1.41
10101010,4,50.00%,1.41
10111010,5,37.50%,2.51
10101010,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1100101,4,50.00%,1.41
10101010,4,50.00%,1.41
10101010,4,50.00%,1.41
11010001,4,50.00%,1.41
1010011,6,25.00%,5.66
10101010,4,50.00%,1.41
101101,4,50.00%,1.41
10110010,6,25.00%,5.66
1101010,4,50.00%,1.41
10110010,6,25.00%,5.66
11010101,3,62.50%,0.91
10110111,6,25.00%,5.66
10111010,5,37.50%,2.51
11101011,4,50.00%,1.41
11100111,4,50.00%,1.41
11010111,4,50.00%,1.41
10010110,4,50.00%,1.41
10111010,5,37.50%,2.51
10111010,5,37.50%,2.51
11101101,2,75.00%,0.63
110101,6,25.00%,5.66
1000101,3,62.50%,0.91
1011100,2,75.00%,0.63
1010101,4,50.00%,1.41
10001000,2,75.00%,0.63
1110001,6,25.00%,5.66
111,5,37.50%,2.51
1100000,4,50.00%,1.41
1010101,4,50.00%,1.41
1010111,5,37.50%,2.51
1111101,4,50.00%,1.41
11110110,4,50.00%,1.41
10001001,3,62.50%,0.91
10011010,4,50.00%,1.41
1011101,3,62.50%,0.91
11011100,1,87.50%,0.46
10110110,5,37.50%,2.51
1010101,4,50.00%,1.41
11000001,3,62.50%,0.91
1010001,5,37.50%,2.51
1111110,4,50.00%,1.41
1110111,6,25.00%,5.66
1010011,6,25.00%,5.66
1010101,4,50.00%,1.41
11110110,4,50.00%,1.41
1,5,37.50%,2.51
1010101,4,50.00%,1.41
100001,6,25.00%,5.66
10010111,5,37.50%,2.51
10100001,5,37.50%,2.51
10100001,5,37.50%,2.51
100101,5,37.50%,2.51
100101,5,37.50%,2.51
10010110,4,50.00%,1.41
10100101,4,50.00%,1.41
10100111,5,37.50%,2.51
1111001,5,37.50%,2.51
1000101,3,62.50%,0.91
11010100,2,75.00%,0.63
100001,6,25.00%,5.66
1000000,3,62.50%,0.91
10001,6,25.00%,5.66
11111100,2,75.00%,0.63
11101010,3,62.50%,0.91
1101111,4,50.00%,1.41
10010100,3,62.50%,0.91
10101010,4,50.00%,1.41
1000100,2,75.00%,0.63
10001100,1,87.50%,0.46
101010,5,37.50%,2.51
10101010,4,50.00%,1.41
11000110,2,75.00%,0.63
10101011,5,37.50%,2.51
11010110,3,62.50%,0.91
1010100,3,62.50%,0.91
11111,5,37.50%,2.51
1010001,5,37.50%,2.51
11111010,4,50.00%,1.41
1100101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
10100010,5,37.50%,2.51
10111100,3,62.50%,0.91
11101111,3,62.50%,0.91
10110011,7,12.50%,22.63
11010101,3,62.50%,0.91
1100111,5,37.50%,2.51
1010111,5,37.50%,2.51
11110101,4,50.00%,1.41
11101011,4,50.00%,1.41
11100111,4,50.00%,1.41
10111100,3,62.50%,0.91
100010,6,25.00%,5.66
11001110,1,87.50%,0.46
10101010,4,50.00%,1.41
1111110,4,50.00%,1.41
1010100,3,62.50%,0.91
11001101,1,87.50%,0.46
10101010,4,50.00%,1.41
10111011,6,25.00%,5.66
10101011,5,37.50%,2.51
11101010,3,62.50%,0.91
100010,6,25.00%,5.66
10100111,5,37.50%,2.51
10000010,4,50.00%,1.41
10111010,5,37.50%,2.51
10101010,4,50.00%,1.41
10010010,5,37.50%,2.51
11101010,3,62.50%,0.91
10100011,6,25.00%,5.66
10111010,5,37.50%,2.51
101011,6,25.00%,5.66
1010001,5,37.50%,2.51
1010101,4,50.00%,1.41
10101110,3,62.50%,0.91
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1000111,4,50.00%,1.41
1010101,4,50.00%,1.41
10111010,5,37.50%,2.51
11011001,3,62.50%,0.91
1000101,3,62.50%,0.91
10110010,6,25.00%,5.66
1100111,5,37.50%,2.51
10111100,3,62.50%,0.91
11101,4,50.00%,1.41
1000111,4,50.00%,1.41
1011001,4,50.00%,1.41
10110,5,37.50%,2.51
10100,4,50.00%,1.41
10111011,6,25.00%,5.66
101110,4,50.00%,1.41
11101010,3,62.50%,0.91
10111010,5,37.50%,2.51
101010,5,37.50%,2.51
10100100,3,62.50%,0.91
1000000,3,62.50%,0.91
10000000,3,62.50%,0.91
101000,4,50.00%,1.41
1110001,6,25.00%,5.66
1010101,4,50.00%,1.41
101,4,50.00%,1.41
10101000,3,62.50%,0.91
101010,5,37.50%,2.51
10001101,2,75.00%,0.63
1110101,5,37.50%,2.51
1010101,4,50.00%,1.41
1100001,5,37.50%,2.51
11101011,4,50.00%,1.41
1110100,4,50.00%,1.41
11010101,3,62.50%,0.91
1001111,3,62.50%,0.91
1010101,4,50.00%,1.41
1000011,5,37.50%,2.51
11000,4,50.00%,1.41
100101,5,37.50%,2.51
11011001,3,62.50%,0.91
1010100,3,62.50%,0.91
1010000,4,50.00%,1.41
1010101,4,50.00%,1.41
1010111,5,37.50%,2.51
1011101,3,62.50%,0.91
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
1010101,4,50.00%,1.41
10110010,6,25.00%,5.66
1,5,37.50%,2.51
1010101,4,50.00%,1.41
100101,5,37.50%,2.51
10111,6,25.00%,5.66
10100101,4,50.00%,1.41
10100101,4,50.00%,1.41
100101,5,37.50%,2.51
100101,5,37.50%,2.51
10010111,5,37.50%,2.51
10100101,4,50.00%,1.41
10100101,4,50.00%,1.41
1100101,4,50.00%,1.41
1100001,5,37.50%,2.51
10010111,5,37.50%,2.51
10101001,4,50.00%,1.41
10111010,5,37.50%,2.51
10101001,4,50.00%,1.41
1100101,4,50.00%,1.41
100001,6,25.00%,5.66
10010111,5,37.50%,2.51
10100101,4,50.00%,1.41
10100001,5,37.50%,2.51
100101,5,37.50%,2.51
101101,4,50.00%,1.41
10010111,5,37.50%,2.51
11100001,4,50.00%,1.41
10100101,4,50.00%,1.41
1100101,4,50.00%,1.41
1100101,4,50.00%,1.41
10011,7,12.50%,22.63
11010100,2,75.00%,0.63
1010100,3,62.50%,0.91
1111,4,50.00%,1.41
1111000,4,50.00%,1.41
10000000,3,62.50%,0.91
1010001,5,37.50%,2.51
1110101,5,37.50%,2.51
1,5,37.50%,2.51
10001,6,25.00%,5.66
1010100,3,62.50%,0.91
10100010,5,37.50%,2.51
10111011,6,25.00%,5.66
10111,6,25.00%,5.66
10101110,3,62.50%,0.91
10111111,5,37.50%,2.51
1110101,5,37.50%,2.51
1010111,5,37.50%,2.51
11010101,3,62.50%,0.91
10101010,4,50.00%,1.41
10111010,5,37.50%,2.51
11,6,25.00%,5.66
10101010,4,50.00%,1.41
10101110,3,62.50%,0.91
1011101,3,62.50%,0.91
1010101,4,50.00%,1.41
10111010,5,37.50%,2.51
10101010,4,50.00%,1.41
10101010,4,50.00%,1.41
10101,5,37.50%,2.51
10000,5,37.50%,2.51
10101,5,37.50%,2.51
10001001,3,62.50%,0.91
10101010,4,50.00%,1.41
10101010,4,50.00%,1.41
10101010,4,50.00%,1.41
10101110,3,62.50%,0.91
10111010,5,37.50%,2.51
10101010,4,50.00%,1.41
11101010,3,62.50%,0.91
10111010,5,37.50%,2.51
11001110,1,87.50%,0.46
10111110,4,50.00%,1.41
